index	original	background	difference
-----------------------------------------------------
1	1377	0	1377
2	1380	0	1380
3	1415	0	1415
4	1393	0	1393
5	1358	0	1358
6	1369	0	1369
7	1407	0	1407
8	1417	0	1417
9	1421	0	1421
10	1393	0	1393
11	1368	0	1368
12	1348	0	1348
13	1399	0	1399
14	1399	0	1399
15	1386	0	1386
16	1394	0	1394
17	1398	0	1398
18	1429	0	1429
19	1396	0	1396
20	1368	0	1368
21	1359	0	1359
22	1395	0	1395
23	1414	0	1414
24	1408	0	1408
25	1413	0	1413
26	1385	0	1385
27	1376	0	1376
28	1362	0	1362
29	1391	0	1391
30	1410	0	1410
31	1417	0	1417
32	1410	0	1410
33	1407	0	1407
34	1413	0	1413
35	1429	0	1429
36	1393	0	1393
37	1395	0	1395
38	1408	0	1408
39	1392	0	1392
40	1380	0	1380
41	1417	0	1417
42	1429	0	1429
43	1414	0	1414
44	1394	0	1394
45	1398	0	1398
46	1394	0	1394
47	1395	0	1395
48	1389	0	1389
49	1418	0	1418
50	1447	0	1447
51	1442	0	1442
52	1386	0	1386
53	1387	0	1387
54	1407	0	1407
55	1378	0	1378
56	1407	0	1407
57	1424	0	1424
58	1429	0	1429
59	1419	0	1419
60	1409	0	1409
61	1406	0	1406
62	1440	0	1440
63	1434	0	1434
64	1431	0	1431
65	1447	0	1447
66	1426	0	1426
67	1417	0	1417
68	1408	0	1408
69	1412	0	1412
70	1410	0	1410
71	1427	0	1427
72	1429	0	1429
73	1416	0	1416
74	1439	0	1439
75	1449	0	1449
76	1403	0	1403
77	1389	0	1389
78	1401	0	1401
79	1446	0	1446
80	1441	0	1441
81	1426	0	1426
82	1447	0	1447
83	1427	0	1427
84	1435	0	1435
85	1460	0	1460
86	1452	0	1452
87	1430	0	1430
88	1430	0	1430
89	1435	0	1435
90	1452	0	1452
91	1474	0	1474
92	1462	0	1462
93	1431	0	1431
94	1439	0	1439
95	1453	0	1453
96	1452	0	1452
97	1439	0	1439
98	1461	0	1461
99	1476	0	1476
100	1442	0	1442
101	1426	0	1426
102	1426	0	1426
103	1413	0	1413
104	1423	0	1423
105	1439	0	1439
106	1468	0	1468
107	1470	0	1470
108	1433	0	1433
109	1434	0	1434
110	1424	0	1424
111	1429	0	1429
112	1435	0	1435
113	1420	0	1420
114	1427	0	1427
115	1428	0	1428
116	1427	0	1427
117	1412	0	1412
118	1405	0	1405
119	1410	0	1410
120	1436	0	1436
121	1468	0	1468
122	1441	0	1441
123	1423	0	1423
124	1407	0	1407
125	1414	0	1414
126	1454	0	1454
127	1481	0	1481
128	1473	0	1473
129	1456	0	1456
130	1472	0	1472
131	1443	0	1443
132	1439	0	1439
133	1464	0	1464
134	1455	0	1455
135	1441	0	1441
136	1463	0	1463
137	1471	0	1471
138	1449	0	1449
139	1450	0	1450
140	1425	0	1425
141	1413	0	1413
142	1440	0	1440
143	1493	0	1493
144	1455	0	1455
145	1462	0	1462
146	1487	0	1487
147	1470	0	1470
148	1437	0	1437
149	1437	0	1437
150	1449	0	1449
151	1464	0	1464
152	1456	0	1456
153	1446	0	1446
154	1485	0	1485
155	1490	0	1490
156	1458	0	1458
157	1423	0	1423
158	1438	0	1438
159	1458	0	1458
160	1452	0	1452
161	1449	0	1449
162	1457	0	1457
163	1471	0	1471
164	1470	0	1470
165	1449	0	1449
166	1433	0	1433
167	1443	0	1443
168	1448	0	1448
169	1453	0	1453
170	1471	0	1471
171	1513	0	1513
172	1473	0	1473
173	1466	0	1466
174	1453	0	1453
175	1471	0	1471
176	1454	0	1454
177	1476	0	1476
178	1486	0	1486
179	1500	0	1500
180	1477	0	1477
181	1454	0	1454
182	1495	0	1495
183	1458	0	1458
184	1430	0	1430
185	1440	0	1440
186	1448	0	1448
187	1510	0	1510
188	1494	0	1494
189	1482	0	1482
190	1481	0	1481
191	1468	0	1468
192	1478	0	1478
193	1470	0	1470
194	1470	0	1470
195	1491	0	1491
196	1492	0	1492
197	1469	0	1469
198	1487	0	1487
199	1534	0	1534
200	1497	0	1497
201	1464	0	1464
202	1470	0	1470
203	1480	0	1480
204	1495	0	1495
205	1496	0	1496
206	1504	0	1504
207	1466	0	1466
208	1461	0	1461
209	1481	0	1481
210	1496	0	1496
211	1472	0	1472
212	1486	0	1486
213	1510	0	1510
214	1528	0	1528
215	1510	0	1510
216	1518	0	1518
217	1515	0	1515
218	1488	0	1488
219	1543	0	1543
220	1530	0	1530
221	1469	0	1469
222	1488	0	1488
223	1519	0	1519
224	1493	0	1493
225	1477	0	1477
226	1443	0	1443
227	1459	0	1459
228	1450	0	1450
229	1453	0	1453
230	1505	0	1505
231	1536	0	1536
232	1526	0	1526
233	1535	0	1535
234	1526	0	1526
235	1509	0	1509
236	1471	0	1471
237	1467	0	1467
238	1480	0	1480
239	1491	0	1491
240	1514	0	1514
241	1522	0	1522
242	1500	0	1500
243	1541	0	1541
244	1539	0	1539
245	1534	0	1534
246	1530	0	1530
247	1542	0	1542
248	1550	0	1550
249	1521	0	1521
250	1507	0	1507
251	1516	0	1516
252	1499	0	1499
253	1483	0	1483
254	1502	0	1502
255	1552	0	1552
256	1524	0	1524
257	1517	0	1517
258	1539	0	1539
259	1542	0	1542
260	1541	0	1541
261	1524	0	1524
262	1537	0	1537
263	1536	0	1536
264	1544	0	1544
265	1529	0	1529
266	1544	0	1544
267	1557	0	1557
268	1563	0	1563
269	1561	0	1561
270	1574	0	1574
271	1593	0	1593
272	1545	0	1545
273	1531	0	1531
274	1531	0	1531
275	1509	0	1509
276	1523	0	1523
277	1526	0	1526
278	1511	0	1511
279	1538	0	1538
280	1553	0	1553
281	1570	0	1570
282	1556	0	1556
283	1568	0	1568
284	1532	0	1532
285	1534	0	1534
286	1545	0	1545
287	1539	0	1539
288	1541	0	1541
289	1539	0	1539
290	1517	0	1517
291	1532	0	1532
292	1535	0	1535
293	1536	0	1536
294	1514	0	1514
295	1547	0	1547
296	1559	0	1559
297	1527	0	1527
298	1556	0	1556
299	1561	0	1561
300	1530	0	1530
301	1513	0	1513
302	1527	0	1527
303	1539	0	1539
304	1544	0	1544
305	1529	0	1529
306	1543	0	1543
307	1566	0	1566
308	1548	0	1548
309	1543	0	1543
310	1535	0	1535
311	1531	0	1531
312	1537	0	1537
313	1537	0	1537
314	1553	0	1553
315	1565	0	1565
316	1537	0	1537
317	1535	0	1535
318	1557	0	1557
319	1563	0	1563
320	1548	0	1548
321	1555	0	1555
322	1562	0	1562
323	1549	0	1549
324	1545	0	1545
325	1538	0	1538
326	1518	0	1518
327	1542	0	1542
328	1547	0	1547
329	1542	0	1542
330	1519	0	1519
331	1525	0	1525
332	1565	0	1565
333	1582	0	1582
334	1553	0	1553
335	1568	0	1568
