index	original	background	difference
1178	7857	2166	5691
1179	7703	1969	5734
1180	7858	2129	5729
1181	8052	2350	5702
1182	7979	2175	5804
1183	7890	2031	5859
1184	8086	2261	5825
1185	8071	2301	5770
1186	7929	2165	5764
1187	7834	2025	5809
1188	7993	2117	5876
1189	8185	2300	5885
1190	8129	2216	5913
1191	7892	2052	5840
1192	8192	2265	5927
1193	8327	2345	5982
1194	8041	2102	5939
1195	7972	1992	5980
1196	8210	2174	6036
1197	8364	2347	6017
1198	8096	2164	5932
1199	8153	2134	6019
1200	8515	2452	6063
1201	8538	2518	6020
1202	8223	2153	6070
1203	8144	2086	6058
1204	8461	2336	6125
1205	8726	2526	6200
1206	8440	2241	6199
1207	8171	2053	6118
1208	8248	2160	6088
1209	8411	2290	6121
1210	8322	2208	6114
1211	8282	2122	6160
1212	8349	2253	6096
1213	8525	2360	6165
1214	8328	2188	6140
1215	8170	2069	6101
1216	8290	2219	6071
1217	8473	2355	6118
1218	8461	2218	6243
1219	8370	2091	6279
1220	8595	2283	6312
1221	8748	2369	6379
1222	8514	2212	6302
1223	8324	2069	6255
1224	8618	2226	6392
1225	8676	2297	6379
1226	8371	2102	6269
1227	8329	1948	6381
1228	8782	2346	6436
1229	8906	2439	6467
1230	8675	2197	6478
1231	8532	2083	6449
1232	8810	2292	6518
1233	8833	2317	6516
1234	8581	2155	6426
1235	8522	2086	6436
1236	8912	2326	6586
1237	9051	2387	6664
1238	8744	2157	6587
1239	8559	1943	6616
1240	8913	2227	6686
1241	9252	2458	6794
1242	8927	2173	6754
1243	8798	2019	6779
1244	9025	2252	6773
1245	9228	2406	6822
1246	9096	2162	6934
1247	9018	2099	6919
1248	9167	2310	6857
1249	9101	2346	6755
1250	9054	2137	6917
1251	9058	2105	6953
1252	9133	2246	6887
1253	9183	2259	6924
1254	9068	2157	6911
1255	8988	2107	6881
1256	9363	2345	7018
1257	9376	2346	7030
1258	9243	2107	7136
1259	9041	2002	7039
1260	9269	2209	7060
