index	original	background	difference
-----------------------------------------------------
1	1431	0	1431
2	1434	0	1434
3	1467	0	1467
4	1460	0	1460
5	1434	0	1434
6	1433	0	1433
7	1467	0	1467
8	1485	0	1485
9	1453	0	1453
10	1439	0	1439
11	1439	0	1439
12	1441	0	1441
13	1433	0	1433
14	1434	0	1434
15	1437	0	1437
16	1436	0	1436
17	1428	0	1428
18	1418	0	1418
19	1412	0	1412
20	1415	0	1415
21	1427	0	1427
22	1449	0	1449
23	1431	0	1431
24	1406	0	1406
25	1414	0	1414
26	1434	0	1434
27	1435	0	1435
28	1442	0	1442
29	1444	0	1444
30	1477	0	1477
31	1468	0	1468
32	1431	0	1431
33	1443	0	1443
34	1469	0	1469
35	1485	0	1485
36	1458	0	1458
37	1434	0	1434
38	1444	0	1444
39	1422	0	1422
40	1435	0	1435
41	1460	0	1460
42	1461	0	1461
43	1452	0	1452
44	1460	0	1460
45	1467	0	1467
46	1436	0	1436
47	1437	0	1437
48	1435	0	1435
49	1469	0	1469
50	1495	0	1495
51	1487	0	1487
52	1471	0	1471
53	1468	0	1468
54	1501	0	1501
55	1472	0	1472
56	1483	0	1483
57	1466	0	1466
58	1459	0	1459
59	1467	0	1467
60	1500	0	1500
61	1498	0	1498
62	1528	0	1528
63	1501	0	1501
64	1474	0	1474
65	1500	0	1500
66	1497	0	1497
67	1470	0	1470
68	1449	0	1449
69	1485	0	1485
70	1478	0	1478
71	1485	0	1485
72	1510	0	1510
73	1497	0	1497
74	1505	0	1505
75	1476	0	1476
76	1468	0	1468
77	1488	0	1488
78	1491	0	1491
79	1492	0	1492
80	1482	0	1482
81	1511	0	1511
82	1533	0	1533
83	1506	0	1506
84	1505	0	1505
85	1490	0	1490
86	1521	0	1521
87	1497	0	1497
88	1498	0	1498
89	1475	0	1475
90	1478	0	1478
91	1521	0	1521
92	1520	0	1520
93	1503	0	1503
94	1495	0	1495
95	1510	0	1510
96	1518	0	1518
97	1487	0	1487
98	1528	0	1528
99	1518	0	1518
100	1490	0	1490
101	1480	0	1480
102	1495	0	1495
103	1505	0	1505
104	1524	0	1524
105	1516	0	1516
106	1507	0	1507
107	1523	0	1523
108	1531	0	1531
109	1530	0	1530
110	1522	0	1522
111	1525	0	1525
112	1515	0	1515
113	1507	0	1507
114	1528	0	1528
115	1554	0	1554
116	1524	0	1524
117	1532	0	1532
118	1535	0	1535
119	1484	0	1484
120	1517	0	1517
121	1538	0	1538
122	1529	0	1529
123	1524	0	1524
124	1516	0	1516
