index	original	background	difference
413	3578	2246	1332
414	3630	2190	1440
415	3514	2111	1403
416	3583	2255	1328
417	3615	2255	1360
418	3408	2093	1315
419	3266	2011	1255
420	3477	2126	1351
421	3585	2151	1434
422	3416	2083	1333
423	3688	2287	1401
424	3695	2313	1382
425	3669	2305	1364
426	3433	2060	1373
427	3350	1955	1395
428	3522	2199	1323
429	3846	2506	1340
430	3586	2261	1325
431	3506	2116	1390
432	3693	2306	1387
433	3839	2413	1426
434	3543	2174	1369
435	3374	2011	1363
436	3696	2298	1398
437	3698	2382	1316
438	3374	2126	1248
439	3333	2036	1297
440	3591	2277	1314
441	3602	2283	1319
442	3349	2021	1328
443	3448	2041	1407
444	3610	2240	1370
445	3801	2400	1401
446	3577	2214	1363
447	3426	2083	1343
448	3734	2331	1403
449	3859	2441	1418
450	3730	2258	1472
451	3512	2040	1472
452	3573	2208	1365
453	3675	2325	1350
454	3533	2178	1355
455	3413	2077	1336
456	3573	2235	1338
457	3795	2393	1402
458	3596	2170	1426
459	3527	2079	1448
460	3695	2340	1355
461	3722	2392	1330
462	3633	2230	1403
463	3358	1990	1368
464	3544	2155	1389
465	3696	2304	1392
466	3399	2071	1328
467	3380	1980	1400
468	3658	2246	1412
469	3893	2450	1443
470	3770	2344	1426
471	3439	2082	1357
472	3612	2211	1401
473	3795	2408	1387
474	3639	2226	1413
475	3379	1984	1395
476	3509	2156	1353
477	3698	2335	1363
478	3605	2212	1393
479	3342	2002	1340
480	3607	2247	1360
481	3850	2410	1440
482	3854	2347	1507
483	3618	2140	1478
484	3726	2247	1479
485	3673	2300	1373
486	3542	2144	1398
487	3335	1942	1393
488	3594	2208	1386
489	3749	2347	1402
490	3517	2082	1435
491	3420	1955	1465
492	3747	2259	1488
493	3826	2397	1429
494	3545	2161	1384
495	3571	2135	1436
496	3776	2339	1437
497	3745	2313	1432
498	3493	2131	1362
499	3283	1967	1316
500	3598	2202	1396
501	3807	2386	1421
502	3502	2139	1363
503	3449	2037	1412
504	3687	2264	1423
505	3754	2324	1430
506	3701	2251	1450
507	3543	2113	1430
508	3806	2380	1426
509	3994	2516	1478
510	3742	2279	1463
511	3511	2036	1475
512	3700	2281	1419
513	3851	2406	1445
514	3699	2275	1424
515	3737	2237	1500
516	3810	2312	1498
517	3728	2282	1446
518	3578	2160	1418
519	3692	2159	1533
520	3906	2387	1519
521	3810	2383	1427
522	3717	2237	1480
523	3692	2199	1493
524	3747	2307	1440
525	3892	2456	1436
526	3644	2197	1447
527	3445	1973	1472
528	3723	2235	1488
529	3821	2369	1452
530	3550	2143	1407
531	3352	1942	1410
532	3596	2162	1434
533	3739	2313	1426
534	3570	2173	1397
535	4360	2828	1532
536	4205	2717	1488
537	3846	2375	1471
538	3647	2168	1479
539	3466	2028	1438
540	3576	2178	1398
541	3810	2370	1440
542	3640	2162	1478
543	3396	1950	1446
544	3637	2234	1403
545	3877	2429	1448
546	3646	2188	1458
547	3468	2073	1395
548	3802	2312	1490
549	4119	2563	1556
550	3700	2222	1478
551	3427	2000	1427
552	3986	2520	1466
553	4038	2522	1516
554	3803	2302	1501
555	3619	2104	1515
556	3755	2268	1487
557	3740	2289	1451
558	3489	2069	1420
559	3460	2025	1435
560	3610	2214	1396
561	3993	2544	1449
562	3717	2238	1479
563	3467	1980	1487
564	3701	2236	1465
565	3875	2398	1477
566	3661	2184	1477
567	3537	2073	1464
568	3688	2285	1403
569	3806	2371	1435
570	3611	2136	1475
571	3446	1980	1466
572	3699	2241	1458
573	3811	2338	1473
574	3572	2131	1441
575	3467	1973	1494
576	3709	2202	1507
577	3748	2354	1394
578	3623	2198	1425
579	3560	2127	1433
580	3774	2321	1453
581	3868	2396	1472
582	3532	2157	1375
583	3358	1947	1411
584	3611	2172	1439
585	3714	2245	1469
586	3682	2208	1474
587	3545	2082	1463
588	3746	2260	1486
589	3913	2363	1550
590	3753	2189	1564
591	3500	2024	1476
592	3574	2151	1423
593	3689	2296	1393
594	3448	2036	1412
595	3395	1940	1455
596	3593	2161	1432
597	3798	2336	1462
598	3808	2267	1541
599	3617	2058	1559
600	3712	2229	1483
601	3788	2317	1471
602	3631	2196	1435
603	3569	2083	1486
604	3645	2193	1452
605	3721	2260	1461
606	3580	2101	1479
607	3531	1994	1537
608	3840	2273	1567
609	3837	2294	1543
610	3676	2141	1535
611	3589	2079	1510
612	3697	2242	1455
613	3813	2313	1500
614	3794	2229	1565
615	3587	2064	1523
616	3751	2240	1511
617	3929	2361	1568
618	3677	2113	1564
619	3530	2028	1502
620	3968	2443	1525
621	3933	2439	1494
622	3668	2189	1479
623	3609	2065	1544
624	3730	2217	1513
625	3781	2315	1466
626	3637	2175	1462
627	3559	2054	1505
628	3842	2311	1531
629	3872	2363	1509
630	3671	2176	1495
631	3533	2014	1519
632	3780	2250	1530
633	4031	2414	1617
634	3979	2380	1599
635	3713	2148	1565
636	3962	2372	1590
637	3980	2359	1621
638	3757	2174	1583
639	3625	2036	1589
640	3761	2214	1547
641	3828	2264	1564
642	3589	2039	1550
643	3645	2004	1641
644	3820	2186	1634
645	3903	2322	1581
646	4024	2373	1651
647	3873	2205	1668
648	3962	2321	1641
649	3990	2368	1622
650	3648	2042	1606
651	3597	1938	1659
652	3943	2300	1643
653	4050	2407	1643
654	3849	2197	1652
655	3676	2037	1639
656	3850	2181	1669
657	3943	2287	1656
658	3811	2169	1642
659	3626	1977	1649
660	3827	2136	1691
661	4080	2392	1688
662	3813	2214	1599
663	3493	1978	1515
664	3617	2122	1495
665	3811	2256	1555
666	3637	2066	1571
667	3587	2019	1568
668	3866	2229	1637
669	3956	2270	1686
