index	original	background	difference
739	5662	2096	3566
740	5989	2402	3587
741	6053	2465	3588
742	5681	2136	3545
743	5586	2003	3583
744	5773	2263	3510
745	5821	2346	3475
746	5746	2237	3509
747	5654	2053	3601
748	5789	2230	3559
749	5857	2330	3527
750	5649	2158	3491
751	5531	2079	3452
752	5701	2301	3400
753	5812	2350	3462
754	5642	2113	3529
755	5426	1929	3497
756	5749	2268	3481
757	6046	2462	3584
758	5786	2261	3525
759	5527	2077	3450
760	5769	2230	3539
761	5880	2365	3515
762	5642	2155	3487
763	5554	2057	3497
764	5712	2251	3461
765	5764	2310	3454
766	5554	2110	3444
767	5566	2012	3554
768	5903	2357	3546
769	5942	2476	3466
770	5572	2157	3415
771	5528	2061	3467
772	5647	2235	3412
773	5819	2364	3455
774	5637	2176	3461
775	5455	2017	3438
776	6069	2673	3396
777	6095	2648	3447
778	5659	2183	3476
779	5533	2088	3445
780	5787	2334	3453
781	5928	2479	3449
782	5719	2263	3456
783	5479	2054	3425
784	5567	2209	3358
785	5626	2264	3362
786	5703	2237	3466
787	5528	2095	3433
788	5700	2268	3432
789	5806	2311	3495
790	5512	2060	3452
791	5437	1961	3476
792	5717	2306	3411
793	5976	2531	3445
794	5594	2215	3379
795	5365	1987	3378
796	5637	2278	3359
797	5666	2364	3302
798	5439	2086	3353
799	5464	2136	3328
800	5716	2349	3367
801	5700	2380	3320
802	5436	2158	3278
803	5265	2017	3248
804	5580	2271	3309
805	5635	2389	3246
806	5356	2143	3213
807	5268	2025	3243
808	5685	2376	3309
809	5764	2443	3321
810	5531	2247	3284
811	5548	2228	3320
812	5660	2383	3277
813	5703	2444	3259
814	5544	2350	3194
815	5368	2158	3210
816	5645	2439	3206
817	5616	2442	3174
818	5417	2182	3235
819	5402	2140	3262
820	5492	2294	3198
821	5499	2343	3156
822	5619	2424	3195
823	5491	2264	3227
824	5467	2291	3176
825	5487	2317	3170
826	5239	2179	3060
827	5158	2162	2996
828	5430	2371	3059
829	5624	2492	3132
830	5178	2187	2991
831	5100	2055	3045
832	5397	2231	3166
833	5399	2336	3063
834	5187	2182	3005
835	5123	2062	3061
836	5477	2396	3081
837	5517	2479	3038
838	5217	2170	3047
839	5088	2047	3041
840	5351	2303	3048
841	5378	2346	3032
842	5109	2140	2969
843	4953	1993	2960
844	5251	2269	2982
845	5574	2529	3045
846	5291	2288	3003
847	5144	2114	3030
848	5369	2279	3090
849	5294	2333	2961
850	5278	2247	3031
851	5244	2189	3055
852	5259	2294	2965
853	5333	2402	2931
854	5152	2237	2915
855	4975	2063	2912
856	5207	2313	2894
857	5249	2366	2883
858	5100	2193	2907
859	4905	2015	2890
860	5073	2241	2832
861	5246	2361	2885
862	4992	2174	2818
863	4816	2015	2801
864	5024	2192	2832
865	5230	2400	2830
866	5060	2254	2806
867	4870	2048	2822
868	5065	2213	2852
869	5351	2423	2928
870	5073	2277	2796
871	4771	2055	2716
872	4952	2203	2749
873	5105	2304	2801
874	4953	2158	2795
875	4896	2098	2798
876	5037	2276	2761
877	5171	2378	2793
878	4990	2197	2793
879	4845	2065	2780
880	4957	2272	2685
881	5071	2375	2696
882	4996	2259	2737
883	4769	2057	2712
884	4923	2274	2649
885	5049	2417	2632
886	4793	2185	2608
887	4700	2050	2650
888	4825	2152	2673
889	4941	2246	2695
890	5066	2316	2750
891	4781	2163	2618
892	4863	2285	2578
893	5057	2383	2674
894	4865	2217	2648
895	4723	2105	2618
896	4901	2267	2634
897	4965	2295	2670
898	4910	2244	2666
899	4678	2086	2592
900	4848	2261	2587
901	4898	2308	2590
902	4744	2185	2559
903	4745	2126	2619
904	4991	2394	2597
905	4950	2359	2591
906	4736	2196	2540
907	4603	2045	2558
908	4976	2319	2657
909	5074	2477	2597
910	4714	2189	2525
911	4542	1983	2559
912	4718	2174	2544
913	4838	2309	2529
914	4653	2166	2487
915	4531	2006	2525
916	4756	2232	2524
917	4956	2399	2557
918	4691	2176	2515
919	4549	2078	2471
920	4733	2253	2480
921	4832	2339	2493
922	4589	2146	2443
923	4434	1959	2475
924	4549	2106	2443
925	4790	2306	2484
926	4686	2138	2548
927	4569	2014	2555
928	4702	2251	2451
929	4851	2423	2428
930	4654	2203	2451
931	4488	2053	2435
932	4678	2252	2426
933	5024	2448	2576
934	4678	2220	2458
935	4401	1982	2419
936	4545	2177	2368
937	4743	2313	2430
938	4496	2104	2392
939	4895	2395	2500
940	4989	2479	2510
941	5157	2596	2561
942	4700	2206	2494
943	4299	1908	2391
944	4624	2213	2411
945	4832	2408	2424
946	4559	2194	2365
947	4552	2101	2451
948	4635	2264	2371
949	4800	2379	2421
950	4819	2338	2481
951	4649	2207	2442
952	4719	2303	2416
953	4686	2359	2327
954	4630	2210	2420
955	4600	2140	2460
956	4704	2335	2369
957	5076	2619	2457
958	4639	2238	2401
959	4470	2082	2388
960	4733	2326	2407
961	4790	2406	2384
962	4714	2281	2433
963	4786	2307	2479
964	5123	2615	2508
965	4910	2444	2466
966	4462	2087	2375
967	4404	2036	2368
968	4849	2373	2476
969	4816	2373	2443
970	4498	2167	2331
971	4412	2085	2327
972	4489	2162	2327
973	4687	2327	2360
974	4658	2229	2429
975	4392	2064	2328
976	4604	2278	2326
977	4669	2298	2371
978	4423	2115	2308
979	4486	2122	2364
980	4681	2330	2351
981	4741	2385	2356
982	4485	2166	2319
983	4510	2082	2428
984	4724	2324	2400
985	4714	2351	2363
986	4660	2240	2420
987	4516	2102	2414
988	4740	2282	2458
989	4718	2368	2350
990	4480	2125	2355
991	4348	2029	2319
992	4623	2332	2291
993	4754	2435	2319
994	4549	2174	2375
995	4399	2026	2373
996	4562	2292	2270
997	4746	2364	2382
998	4478	2148	2330
999	4459	2148	2311
1000	4624	2266	2358
1001	4677	2289	2388
1002	4494	2129	2365
1003	4325	2008	2317
1004	4625	2309	2316
1005	4768	2390	2378
1006	4433	2123	2310
1007	4317	2027	2290
1008	4555	2274	2281
1009	4736	2405	2331
1010	4884	2462	2422
1011	4643	2244	2399
1012	4534	2226	2308
1013	4956	2543	2413
1014	4671	2250	2421
1015	4468	2041	2427
1016	4587	2255	2332
1017	4725	2340	2385
1018	4672	2206	2466
1019	4369	2031	2338
1020	4685	2273	2412
1021	4816	2397	2419
1022	4741	2303	2438
1023	4685	2200	2485
1024	4708	2305	2403
1025	4705	2331	2374
1026	4548	2126	2422
1027	4383	2052	2331
1028	4732	2383	2349
1029	4777	2395	2382
1030	4719	2251	2468
1031	4626	2148	2478
1032	4743	2265	2478
1033	4753	2331	2422
1034	4653	2236	2417
1035	4593	2107	2486
1036	4730	2216	2514
1037	4991	2421	2570
1038	4880	2357	2523
