235	2407	0	2407
236	2328	0	2328
237	2315	0	2315
238	2391	0	2391
239	2379	0	2379
240	2375	0	2375
241	2402	0	2402
242	2399	0	2399
243	2406	0	2406
244	2427	0	2427
245	2398	0	2398
246	2418	0	2418
247	2436	0	2436
248	2448	0	2448
249	2429	0	2429
250	2417	0	2417
251	2480	0	2480
252	2494	0	2494
253	2483	0	2483
254	2523	0	2523
255	2515	0	2515
256	2489	0	2489
257	2493	0	2493
258	2505	0	2505
259	2528	0	2528
260	2498	0	2498
261	2460	0	2460
262	2497	0	2497
263	2547	0	2547
264	2549	0	2549
265	2531	0	2531
266	2507	0	2507
267	2503	0	2503
268	2563	0	2563
269	2534	0	2534
270	2508	0	2508
271	2543	0	2543
272	2493	0	2493
273	2501	0	2501
274	2524	0	2524
275	2525	0	2525
276	2493	0	2493
277	2501	0	2501
278	2503	0	2503
279	2479	0	2479
280	2499	0	2499
281	2482	0	2482
282	2502	0	2502
283	2531	0	2531
284	2509	0	2509
285	2524	0	2524
286	2550	0	2550
287	2508	0	2508
288	2505	0	2505
289	2525	0	2525
290	2549	0	2549
291	2514	0	2514
292	2518	0	2518
293	2546	0	2546
294	2518	0	2518
295	2522	0	2522
296	2547	0	2547
297	2498	0	2498
298	2513	0	2513
299	2526	0	2526
300	2557	0	2557
301	2560	0	2560
302	2605	0	2605
303	2599	0	2599
304	2575	0	2575
305	2555	0	2555
306	2533	0	2533
307	2565	0	2565
308	2557	0	2557
309	2618	0	2618
310	2599	0	2599
311	2549	0	2549
312	2530	0	2530
313	2568	0	2568
314	2592	0	2592
315	2572	0	2572
316	2505	0	2505
317	2520	0	2520
318	2565	0	2565
319	2537	0	2537
320	2537	0	2537
321	2528	0	2528
322	2532	0	2532
323	2559	0	2559
324	2583	0	2583
325	2568	0	2568
326	2540	0	2540
327	2532	0	2532
328	2508	0	2508
329	2518	0	2518
330	2530	0	2530
331	2524	0	2524
332	2592	0	2592
333	2616	0	2616
334	2529	0	2529
335	2524	0	2524
336	2537	0	2537
337	2525	0	2525
338	2556	0	2556
339	2530	0	2530
340	2482	0	2482
341	2472	0	2472
342	2524	0	2524
343	2546	0	2546
344	2537	0	2537
345	2542	0	2542
346	2510	0	2510
347	2485	0	2485
348	2512	0	2512
349	2469	0	2469
350	2485	0	2485
351	2517	0	2517
352	2510	0	2510
353	2469	0	2469
354	2485	0	2485
355	2555	0	2555
356	2548	0	2548
357	2545	0	2545
358	2543	0	2543
359	2511	0	2511
360	2524	0	2524
361	2568	0	2568
362	2563	0	2563
363	2543	0	2543
364	2526	0	2526
365	2515	0	2515
366	2534	0	2534
367	2524	0	2524
368	2562	0	2562
369	2598	0	2598
370	2608	0	2608
371	2643	0	2643
372	2657	0	2657
373	2623	0	2623
374	2635	0	2635
375	2674	0	2674
376	2661	0	2661
377	2670	0	2670
378	2686	0	2686
379	2681	0	2681
380	2662	0	2662
381	2628	0	2628
382	2660	0	2660
383	2694	0	2694
384	2695	0	2695
385	2678	0	2678
386	2685	0	2685
387	2681	0	2681
388	2692	0	2692
389	2673	0	2673
390	2714	0	2714
391	2757	0	2757
392	2743	0	2743
393	2713	0	2713
394	2712	0	2712
395	2724	0	2724
396	2701	0	2701
397	2717	0	2717
398	2811	0	2811
399	2817	0	2817
400	2782	0	2782
401	2763	0	2763
402	2742	0	2742
403	2798	0	2798
404	2876	0	2876
405	2825	0	2825
406	2843	0	2843
407	2875	0	2875
408	2874	0	2874
409	2821	0	2821
410	2840	0	2840
411	2888	0	2888
412	2858	0	2858
413	2876	0	2876
414	2847	0	2847
415	2866	0	2866
416	2887	0	2887
417	2844	0	2844
418	2873	0	2873
419	2843	0	2843
420	2866	0	2866
421	2844	0	2844
422	2822	0	2822
423	2881	0	2881
424	2914	0	2914
425	2875	0	2875
426	2875	0	2875
427	2816	0	2816
428	2871	0	2871
429	2903	0	2903
430	2883	0	2883
431	2898	0	2898
432	2844	0	2844
433	2816	0	2816
434	2824	0	2824
435	2876	0	2876
436	2949	0	2949
437	2871	0	2871
438	2825	0	2825
439	2816	0	2816
440	2823	0	2823
441	2904	0	2904
442	2896	0	2896
443	2911	0	2911
444	2922	0	2922
445	2899	0	2899
446	2921	0	2921
447	2895	0	2895
448	2852	0	2852
449	2837	0	2837
450	2873	0	2873
451	2851	0	2851
452	2891	0	2891
453	2868	0	2868
454	2844	0	2844
455	2828	0	2828
456	2851	0	2851
457	2908	0	2908
458	2927	0	2927
459	2923	0	2923
460	2924	0	2924
461	2886	0	2886
462	2883	0	2883
463	2871	0	2871
464	2843	0	2843
465	2840	0	2840
466	2864	0	2864
467	2877	0	2877
468	2869	0	2869
469	2863	0	2863
470	2880	0	2880
471	2897	0	2897
472	2824	0	2824
473	2862	0	2862
474	2908	0	2908
475	2846	0	2846
476	2834	0	2834
477	2833	0	2833
478	2869	0	2869
479	2878	0	2878
480	2890	0	2890
481	2889	0	2889
482	2881	0	2881
483	2859	0	2859
484	2879	0	2879
485	2829	0	2829
486	2833	0	2833
487	2779	0	2779
488	2843	0	2843
489	2842	0	2842
490	2827	0	2827
491	2847	0	2847
492	2849	0	2849
493	2846	0	2846
494	2838	0	2838
495	2842	0	2842
496	2844	0	2844
497	2873	0	2873
498	2875	0	2875
499	2827	0	2827
500	2795	0	2795
501	2834	0	2834
502	2874	0	2874
503	2881	0	2881
504	2894	0	2894
505	2895	0	2895
506	2859	0	2859
507	2857	0	2857
508	2901	0	2901
509	2874	0	2874
510	2915	0	2915
511	2926	0	2926
512	2884	0	2884
513	2866	0	2866
514	2875	0	2875
515	2926	0	2926
516	2885	0	2885
517	2881	0	2881
518	2866	0	2866
519	2891	0	2891
520	2863	0	2863
521	2834	0	2834
522	2864	0	2864
523	2883	0	2883
524	2870	0	2870
525	3008	0	3008
526	2973	0	2973
527	2879	0	2879
528	2878	0	2878
529	2915	0	2915
530	2900	0	2900
531	2889	0	2889
532	2914	0	2914
533	2932	0	2932
534	2919	0	2919
535	2933	0	2933
536	2945	0	2945
537	2958	0	2958
538	2916	0	2916
539	2895	0	2895
540	2922	0	2922
541	2973	0	2973
542	2929	0	2929
543	2895	0	2895
544	2953	0	2953
545	2949	0	2949
546	2984	0	2984
547	2980	0	2980
548	2954	0	2954
549	2980	0	2980
550	2996	0	2996
551	2953	0	2953
552	2933	0	2933
553	2920	0	2920
554	2941	0	2941
555	2895	0	2895
556	2901	0	2901
557	2912	0	2912
558	2963	0	2963
559	2922	0	2922
560	2928	0	2928
561	2991	0	2991
562	2938	0	2938
563	2991	0	2991
564	2989	0	2989
565	2966	0	2966
566	2949	0	2949
567	2953	0	2953
568	2922	0	2922
569	2922	0	2922
570	2956	0	2956
571	2967	0	2967
572	2994	0	2994
573	2971	0	2971
574	2945	0	2945
575	2958	0	2958
576	3011	0	3011
577	2994	0	2994
578	3019	0	3019
579	3023	0	3023
580	2996	0	2996
581	3001	0	3001
582	2991	0	2991
583	3005	0	3005
584	3075	0	3075
585	3016	0	3016
586	3049	0	3049
587	3058	0	3058
588	3063	0	3063
589	3073	0	3073
590	3071	0	3071
591	3035	0	3035
592	3046	0	3046
593	3071	0	3071
594	3084	0	3084
595	3061	0	3061
596	3043	0	3043
597	3064	0	3064
598	3122	0	3122
599	3074	0	3074
600	3046	0	3046
601	3028	0	3028
602	3053	0	3053
603	3041	0	3041
604	3058	0	3058
605	3015	0	3015
606	3011	0	3011
607	3052	0	3052
608	3066	0	3066
609	2999	0	2999
610	3014	0	3014
611	2997	0	2997
612	2985	0	2985
613	3024	0	3024
614	3065	0	3065
615	3035	0	3035
616	3054	0	3054
617	3056	0	3056
618	3049	0	3049
619	3020	0	3020
620	3038	0	3038
621	3031	0	3031
622	3110	0	3110
623	3085	0	3085
624	3049	0	3049
625	3007	0	3007
626	3017	0	3017
627	2980	0	2980
628	3046	0	3046
629	3102	0	3102
630	3141	0	3141
631	3071	0	3071
632	3071	0	3071
633	3138	0	3138
634	3170	0	3170
635	3116	0	3116
636	3113	0	3113
637	3133	0	3133
638	3171	0	3171
639	3164	0	3164
640	3188	0	3188
641	3173	0	3173
642	3214	0	3214
643	3216	0	3216
644	3240	0	3240
645	3261	0	3261
646	3282	0	3282
647	3275	0	3275
648	3289	0	3289
649	3259	0	3259
650	3245	0	3245
651	3314	0	3314
652	3290	0	3290
653	3278	0	3278
654	3350	0	3350
655	3351	0	3351
656	3366	0	3366
657	3384	0	3384
658	3410	0	3410
659	3447	0	3447
660	3400	0	3400
661	3335	0	3335
662	3339	0	3339
663	3306	0	3306
664	3269	0	3269
665	3267	0	3267
666	3272	0	3272
667	3295	0	3295
668	3328	0	3328
669	3374	0	3374
670	3430	0	3430
671	3446	0	3446
672	3421	0	3421
673	3485	0	3485
674	3540	0	3540
675	3562	0	3562
676	3538	0	3538
677	3531	0	3531
678	3558	0	3558
679	3560	0	3560
680	3568	0	3568
681	3596	0	3596
682	3643	0	3643
683	3658	0	3658
684	3611	0	3611
685	3624	0	3624
686	3663	0	3663
687	3698	0	3698
688	3645	0	3645
689	3583	0	3583
690	3618	0	3618
691	3657	0	3657
692	3658	0	3658
693	3673	0	3673
694	3752	0	3752
695	3772	0	3772
696	3769	0	3769
697	3731	0	3731
698	3687	0	3687
699	3695	0	3695
700	3723	0	3723
701	3668	0	3668
702	3711	0	3711
703	3748	0	3748
704	3730	0	3730
705	3688	0	3688
706	3690	0	3690
707	3692	0	3692
708	3738	0	3738
709	3726	0	3726
710	3674	0	3674
711	3728	0	3728
712	3776	0	3776
713	3806	0	3806
714	3835	0	3835
715	3852	0	3852
716	3788	0	3788
717	3788	0	3788
718	3787	0	3787
719	3807	0	3807
720	3875	0	3875
721	3845	0	3845
722	3808	0	3808
723	3813	0	3813
724	3863	0	3863
725	3884	0	3884
726	3900	0	3900
727	3883	0	3883
728	3871	0	3871
729	3916	0	3916
730	3979	0	3979
731	3958	0	3958
732	3996	0	3996
733	3983	0	3983
734	4023	0	4023
735	4006	0	4006
736	4015	0	4015
737	4031	0	4031
738	4076	0	4076
739	4101	0	4101
740	4091	0	4091
741	4038	0	4038
742	4029	0	4029
743	4065	0	4065
744	4081	0	4081
745	4015	0	4015
746	4024	0	4024
747	4001	0	4001
748	4004	0	4004
749	3982	0	3982
750	3933	0	3933
751	3972	0	3972
752	3976	0	3976
753	3953	0	3953
754	3952	0	3952
755	3965	0	3965
756	3964	0	3964
757	3978	0	3978
758	3900	0	3900
759	3923	0	3923
760	3966	0	3966
761	3992	0	3992
762	3975	0	3975
763	4020	0	4020
764	4015	0	4015
765	4045	0	4045
766	4111	0	4111
767	4142	0	4142
768	4109	0	4109
769	4080	0	4080
770	4112	0	4112
771	4116	0	4116
772	4034	0	4034
773	4058	0	4058
774	4083	0	4083
775	4063	0	4063
776	4084	0	4084
777	4046	0	4046
778	4024	0	4024
779	4039	0	4039
780	4046	0	4046
781	4043	0	4043
782	4076	0	4076
783	4129	0	4129
784	4093	0	4093
785	4082	0	4082
786	4093	0	4093
787	4054	0	4054
788	4066	0	4066
789	4054	0	4054
790	4049	0	4049
791	4071	0	4071
792	4076	0	4076
793	4093	0	4093
794	4038	0	4038
795	4039	0	4039
796	4092	0	4092
797	4070	0	4070
798	4079	0	4079
799	4037	0	4037
800	4038	0	4038
801	4030	0	4030
802	4041	0	4041
803	4053	0	4053
804	4068	0	4068
805	3992	0	3992
806	3953	0	3953
807	3984	0	3984
808	4002	0	4002
809	4040	0	4040
810	4010	0	4010
811	3985	0	3985
812	4039	0	4039
813	4013	0	4013
814	4027	0	4027
815	3937	0	3937
816	3934	0	3934
817	3983	0	3983
818	4018	0	4018
819	4056	0	4056
820	4127	0	4127
821	4141	0	4141
822	4116	0	4116
823	4122	0	4122
824	4187	0	4187
825	4189	0	4189
826	4149	0	4149
827	4153	0	4153
828	4148	0	4148
829	4161	0	4161
830	4102	0	4102
831	4101	0	4101
832	4140	0	4140
833	4167	0	4167
834	4145	0	4145
835	4193	0	4193
836	4169	0	4169
837	4157	0	4157
838	4110	0	4110
839	4136	0	4136
840	4236	0	4236
841	4189	0	4189
842	4209	0	4209
843	4232	0	4232
844	4186	0	4186
845	4165	0	4165
846	4165	0	4165
847	4202	0	4202
848	4232	0	4232
849	4146	0	4146
850	4185	0	4185
851	4245	0	4245
852	4203	0	4203
853	4222	0	4222
854	4228	0	4228
855	4214	0	4214
856	4167	0	4167
857	4203	0	4203
858	4201	0	4201
859	4198	0	4198
860	4192	0	4192
861	4246	0	4246
862	4177	0	4177
863	4173	0	4173
864	4175	0	4175
865	4185	0	4185
866	4221	0	4221
867	4219	0	4219
868	4244	0	4244
869	4246	0	4246
870	4218	0	4218
871	4270	0	4270
872	4224	0	4224
873	4231	0	4231
874	4267	0	4267
875	4264	0	4264
876	4276	0	4276
877	4310	0	4310
878	4325	0	4325
879	4349	0	4349
880	4374	0	4374
881	4349	0	4349
882	4430	0	4430
883	4446	0	4446
884	4443	0	4443
885	4504	0	4504
886	4458	0	4458
887	4493	0	4493
888	4547	0	4547
889	4622	0	4622
890	4728	0	4728
891	4864	0	4864
892	4962	0	4962
893	5008	0	5008
894	5157	0	5157
895	5218	0	5218
896	5279	0	5279
897	5393	0	5393
898	5495	0	5495
899	5615	0	5615
900	5601	0	5601
901	5560	0	5560
902	5654	0	5654
903	5793	0	5793
904	5941	0	5941
905	6089	0	6089
906	6082	0	6082
907	6012	0	6012
908	5968	0	5968
909	5979	0	5979
910	6076	0	6076
911	6143	0	6143
912	6070	0	6070
913	6138	0	6138
914	6396	0	6396
915	6512	0	6512
916	6655	0	6655
917	6878	0	6878
918	7267	0	7267
919	7459	0	7459
920	7673	0	7673
921	8056	0	8056
922	8602	0	8602
923	9296	0	9296
924	10020	0	10020
925	10791	0	10791
926	11673	0	11673
927	12916	0	12916
928	14820	0	14820
929	17034	0	17034
930	18755	0	18755
931	19637	0	19637
932	20645	0	20645
933	21310	0	21310
934	21658	0	21658
935	21470	0	21470
936	20533	0	20533
937	20773	0	20773
938	22617	0	22617
939	24422	0	24422
940	26536	0	26536
941	28972	0	28972
942	31055	0	31055
943	31653	0	31653
944	31335	0	31335
945	29874	0	29874
946	27267	0	27267
947	25659	0	25659
948	27309	0	27309
949	29161	0	29161
950	27616	0	27616
951	24655	0	24655
952	22980	0	22980
953	24163	0	24163
954	26486	0	26486
955	26147	0	26147
956	25184	0	25184
957	26291	0	26291
958	26754	0	26754
959	25344	0	25344
960	23521	0	23521
961	22967	0	22967
962	21645	0	21645
963	19748	0	19748
964	19822	0	19822
965	20442	0	20442
966	21237	0	21237
967	22371	0	22371
968	20286	0	20286
969	18095	0	18095
970	17429	0	17429
971	15788	0	15788
972	14850	0	14850
973	14597	0	14597
974	14625	0	14625
975	14997	0	14997
976	15244	0	15244
977	15361	0	15361
978	15323	0	15323
979	14772	0	14772
980	14204	0	14204
981	14151	0	14151
982	13951	0	13951
983	12881	0	12881
984	11601	0	11601
985	11105	0	11105
986	11075	0	11075
987	10484	0	10484
988	9830	0	9830
989	9815	0	9815
990	9687	0	9687
991	9771	0	9771
992	10296	0	10296
993	9978	0	9978
994	9265	0	9265
995	9015	0	9015
996	9121	0	9121
997	8760	0	8760
998	8324	0	8324
999	8143	0	8143
1000	8002	0	8002
1001	7891	0	7891
1002	8013	0	8013
1003	7907	0	7907
1004	8003	0	8003
1005	8247	0	8247
1006	8179	0	8179
1007	7727	0	7727
1008	7398	0	7398
1009	7555	0	7555
1010	7338	0	7338
1011	7022	0	7022
1012	6974	0	6974
1013	6971	0	6971
1014	7189	0	7189
1015	7534	0	7534
1016	7499	0	7499
1017	7150	0	7150
1018	7014	0	7014
1019	6947	0	6947
1020	7020	0	7020
1021	6980	0	6980
1022	6988	0	6988
1023	6903	0	6903
1024	6737	0	6737
1025	6752	0	6752
1026	6963	0	6963
1027	7106	0	7106
1028	6929	0	6929
1029	6851	0	6851
1030	6952	0	6952
1031	6812	0	6812
1032	6592	0	6592
1033	6753	0	6753
1034	6756	0	6756
1035	6647	0	6647
1036	6589	0	6589
1037	6683	0	6683
1038	6812	0	6812
1039	6847	0	6847
1040	6859	0	6859
1041	6662	0	6662
1042	6399	0	6399
1043	6357	0	6357
1044	6390	0	6390
1045	6510	0	6510
1046	6451	0	6451
1047	6389	0	6389
1048	6520	0	6520
1049	6671	0	6671
1050	6577	0	6577
1051	6534	0	6534
1052	6589	0	6589
1053	6492	0	6492
1054	6408	0	6408
1055	6389	0	6389
1056	6417	0	6417
1057	6260	0	6260
1058	6159	0	6159
1059	6190	0	6190
1060	6184	0	6184
1061	6200	0	6200
1062	6191	0	6191
1063	6400	0	6400
1064	6479	0	6479
1065	6310	0	6310
1066	6365	0	6365
1067	6308	0	6308
1068	6269	0	6269
1069	6293	0	6293
1070	6353	0	6353
1071	6446	0	6446
1072	6429	0	6429
1073	6316	0	6316
1074	6161	0	6161
1075	6052	0	6052
1076	6116	0	6116
1077	6236	0	6236
1078	6273	0	6273
1079	6261	0	6261
1080	6150	0	6150
1081	5996	0	5996
1082	5828	0	5828
1083	5813	0	5813
1084	5772	0	5772
1085	5750	0	5750
1086	5805	0	5805
1087	5806	0	5806
1088	5752	0	5752
1089	5724	0	5724
1090	5698	0	5698
1091	5680	0	5680
1092	5659	0	5659
1093	5619	0	5619
1094	5501	0	5501
1095	5384	0	5384
1096	5357	0	5357
1097	5261	0	5261
1098	5199	0	5199
1099	5182	0	5182
1100	5184	0	5184
1101	5210	0	5210
1102	5221	0	5221
1103	5192	0	5192
1104	5165	0	5165
1105	5200	0	5200
1106	5249	0	5249
1107	5300	0	5300
1108	5264	0	5264
1109	5288	0	5288
1110	5328	0	5328
1111	5346	0	5346
1112	5330	0	5330
1113	5322	0	5322
1114	5365	0	5365
1115	5337	0	5337
1116	5224	0	5224
1117	5300	0	5300
1118	5523	0	5523
1119	5605	0	5605
1120	5559	0	5559
1121	5542	0	5542
1122	5538	0	5538
1123	5571	0	5571
1124	5671	0	5671
1125	5646	0	5646
1126	5650	0	5650
1127	5639	0	5639
1128	5684	0	5684
1129	5780	0	5780
1130	5737	0	5737
1131	5757	0	5757
1132	5820	0	5820
1133	5754	0	5754
1134	5827	0	5827
1135	5886	0	5886
1136	5901	0	5901
1137	5900	0	5900
1138	5967	0	5967
1139	6051	0	6051
1140	6060	0	6060
1141	6029	0	6029
1142	6061	0	6061
1143	6202	0	6202
1144	6206	0	6206
1145	6205	0	6205
1146	6139	0	6139
1147	6212	0	6212
1148	6208	0	6208
1149	6219	0	6219
1150	6339	0	6339
1151	6512	0	6512
1152	6494	0	6494
1153	6523	0	6523
1154	6523	0	6523
1155	6592	0	6592
1156	6624	0	6624
1157	6614	0	6614
1158	6721	0	6721
1159	6804	0	6804
1160	6817	0	6817
1161	6731	0	6731
1162	6788	0	6788
1163	6858	0	6858
1164	6939	0	6939
1165	6982	0	6982
1166	6920	0	6920
1167	6916	0	6916
1168	6917	0	6917
1169	7002	0	7002
1170	7069	0	7069
1171	7124	0	7124
1172	7215	0	7215
1173	7260	0	7260
1174	7208	0	7208
1175	7237	0	7237
1176	7252	0	7252
1177	7238	0	7238
1178	7222	0	7222
1179	7275	0	7275
1180	7354	0	7354
1181	7360	0	7360
1182	7423	0	7423
1183	7458	0	7458
1184	7525	0	7525
1185	7555	0	7555
1186	7594	0	7594
1187	7573	0	7573
1188	7526	0	7526
1189	7584	0	7584
1190	7656	0	7656
1191	7564	0	7564
1192	7643	0	7643
1193	7808	0	7808
1194	7842	0	7842
1195	7781	0	7781
1196	7700	0	7700
1197	7716	0	7716
1198	7870	0	7870
1199	7783	0	7783
1200	7813	0	7813
1201	7893	0	7893
1202	7902	0	7902
1203	7970	0	7970
1204	8074	0	8074
1205	8185	0	8185
1206	8237	0	8237
1207	8144	0	8144
1208	8049	0	8049
1209	8093	0	8093
1210	8172	0	8172
1211	8193	0	8193
1212	8342	0	8342
1213	8394	0	8394
1214	8325	0	8325
1215	8417	0	8417
1216	8462	0	8462
1217	8519	0	8519
1218	8622	0	8622
1219	8636	0	8636
1220	8634	0	8634
1221	8658	0	8658
1222	8714	0	8714
1223	8779	0	8779
1224	8855	0	8855
1225	8940	0	8940
1226	8859	0	8859
1227	8955	0	8955
1228	9016	0	9016
1229	8977	0	8977
1230	9032	0	9032
1231	9108	0	9108
1232	9069	0	9069
1233	9054	0	9054
1234	9112	0	9112
1235	9255	0	9255
1236	9317	0	9317
1237	9379	0	9379
1238	9489	0	9489
1239	9504	0	9504
1240	9499	0	9499
1241	9576	0	9576
1242	9538	0	9538
1243	9459	0	9459
1244	9553	0	9553
1245	9620	0	9620
1246	9616	0	9616
1247	9705	0	9705
1248	9714	0	9714
1249	9815	0	9815
1250	9883	0	9883
1251	9907	0	9907
1252	9868	0	9868
1253	9846	0	9846
1254	9890	0	9890
1255	9907	0	9907
1256	10025	0	10025
1257	10047	0	10047
1258	10096	0	10096
1259	10207	0	10207
1260	10262	0	10262
1261	10200	0	10200
1262	10228	0	10228
1263	10184	0	10184
1264	10309	0	10309
1265	10358	0	10358
1266	10283	0	10283
1267	10413	0	10413
1268	10520	0	10520
1269	10506	0	10506
1270	10547	0	10547
1271	10558	0	10558
1272	10658	0	10658
1273	10637	0	10637
1274	10583	0	10583
1275	10608	0	10608
1276	10648	0	10648
1277	10920	0	10920
1278	11103	0	11103
1279	11065	0	11065
1280	11062	0	11062
1281	11159	0	11159
1282	11260	0	11260
1283	11297	0	11297
1284	11344	0	11344
1285	11291	0	11291
1286	11335	0	11335
1287	11441	0	11441
1288	11427	0	11427
1289	11341	0	11341
1290	11374	0	11374
1291	11544	0	11544
1292	11644	0	11644
1293	11716	0	11716
1294	11877	0	11877
1295	11894	0	11894
1296	11866	0	11866
1297	11939	0	11939
1298	12101	0	12101
1299	12217	0	12217
1300	12255	0	12255
1301	12239	0	12239
1302	12359	0	12359
1303	12381	0	12381
1304	12287	0	12287
1305	12358	0	12358
1306	12569	0	12569
1307	12644	0	12644
1308	12683	0	12683
1309	12679	0	12679
1310	12757	0	12757
1311	12875	0	12875
1312	13009	0	13009
1313	13101	0	13101
1314	13090	0	13090
1315	13071	0	13071
1316	13180	0	13180
1317	13412	0	13412
1318	13344	0	13344
1319	13175	0	13175
1320	13173	0	13173
1321	13208	0	13208
1322	13261	0	13261
1323	13436	0	13436
1324	13430	0	13430
1325	13517	0	13517
1326	13589	0	13589
1327	13650	0	13650
1328	13655	0	13655
1329	13588	0	13588
1330	13615	0	13615
1331	13790	0	13790
1332	13924	0	13924
1333	14006	0	14006
1334	13919	0	13919
1335	13909	0	13909
1336	13937	0	13937
1337	14023	0	14023
1338	13946	0	13946
1339	13929	0	13929
1340	13972	0	13972
1341	14003	0	14003
1342	14093	0	14093
1343	14134	0	14134
1344	14160	0	14160
1345	13916	0	13916
1346	13782	0	13782
1347	13959	0	13959
1348	14011	0	14011
1349	14045	0	14045
1350	14086	0	14086
1351	14086	0	14086
1352	14128	0	14128
1353	14057	0	14057
1354	13979	0	13979
1355	14007	0	14007
1356	14103	0	14103
1357	14201	0	14201
1358	14261	0	14261
1359	14325	0	14325
1360	14390	0	14390
1361	14365	0	14365
1362	14254	0	14254
1363	14196	0	14196
